year,month,abstract_polarity_avg,abstract_subjectivity_avg,lead_paragraph_polarity_avg,lead_paragraph_subjectivity_avg,headline_polarity_avg,headline_subjectivity_avg
2008,5,0.07910714607977241,0.3191981526782446,0.07329277414886418,0.37682190727306675,0.03870596414815404,0.17670273341597995
2008,6,0.059518406152618664,0.32671947324181044,0.07194552554725236,0.36419732709356006,0.04164230326995344,0.1771918930598259
2008,7,0.06196707508197634,0.29529047549132825,0.07947141572592008,0.3368590439784015,0.02794658513240201,0.1461329683681569
2008,8,0.0651238418857933,0.3346601117157543,0.07099385460225698,0.36540477923972664,0.01911926827091404,0.1445707877545652
2008,9,0.06265735081911553,0.31663331467671496,0.06884134082798044,0.3521431533478918,0.032338086749851454,0.16392237604576199
2008,10,0.04989202805871789,0.30844010066958,0.058221401771939116,0.374958475938928,0.026634798045303887,0.16560531820583702
2008,11,0.0595339495387196,0.30487099338132173,0.07795827762896237,0.3483880077090195,0.024531783644226562,0.18796070072325782
2008,12,0.0685712832507113,0.30762830206557146,0.06609619237851315,0.34068589007782474,0.028209470162883443,0.17312148900709787
2009,1,0.086935459505772,0.32069086212700343,0.07619640051617925,0.34984585070457064,0.033379101084603804,0.16646751874333396
2009,2,0.05210515775292642,0.30410672487972124,0.06495740821326301,0.3639880089540186,0.036402678226448715,0.15098070215556553
2009,3,0.06312518952222107,0.29614607913216445,0.05338652555013872,0.31558033536071567,0.03252790962902281,0.1262150326482423
2009,4,0.055695185044860894,0.3134069779865971,0.06446203853779875,0.34773277236678296,0.036846231609197574,0.15351958616747918
2012,5,0.07422093797236537,0.350252100370779,0.07044959345691983,0.34414149076333006,0.05082553276884434,0.22498558175556543
2012,6,0.0782240165313082,0.3515727381222173,0.06693285609242049,0.3596901395728155,0.021454584188959187,0.18055891446516442
2012,7,0.07496852228519987,0.34032857762231944,0.06648318393356073,0.36251113772155713,0.014587218846393158,0.1787403557197135
2012,8,0.07189750695164708,0.32758934395399364,0.07380174499189111,0.33944360454206973,0.029735125778915582,0.1903960856022958
2012,9,0.06328716609367295,0.3374278439723645,0.06180115400513684,0.34860744484205164,0.029607457610882272,0.1838191120143175
2012,10,0.0808984694598331,0.3527365778521623,0.05928472787154303,0.3367950074885863,0.030270444472554857,0.19276039148441748
2012,11,0.06570388502336763,0.34484922493393194,0.05795891303083218,0.34798220935096263,0.05403827929125549,0.19132542611709277
2012,12,0.067244518336858,0.33354426246973756,0.05429936208270107,0.33129544364522734,0.03335181643376418,0.17722310119281615
2013,1,0.06900786889278356,0.3272066691860868,0.06063724639730448,0.33137002743145166,0.02916733599213519,0.1830703747019008
2013,2,0.07379778914501135,0.34428522673314343,0.06739692062365049,0.368865241225225,0.03559201600868268,0.19700670086086752
2013,3,0.06681508644440855,0.3443398189575396,0.06252085962024921,0.36263099128598075,0.013065707882586862,0.17424286847853726
2013,4,0.051828900168688886,0.32047696740252074,0.057450522965270534,0.33034379443314055,0.024431952465151664,0.19909862493866518
